[29/03/2025 13:37:15] Log: DragSickle initialized with: Harvest Radius=0.5, Layer=8, Expected layer mask=8
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Harvesting cooldown finished - Can harvest again
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 38.70375, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Current swipe speed: 68.48019, Required: 50, Can Harvest: True
[30/03/2025 23:26:49] Log: Checking for wheat between (-1.55, -4.83, 0.00) and (-1.45, -4.87, 0.00)
[30/03/2025 23:26:49] Log: Found 1 potential wheat objects in path
[30/03/2025 23:26:49] Log: Attempting to harvest wheat at position (-0.92, -4.69, 0.00)
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 126.9815, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 143.4608, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 182.4836, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 204.6174, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 204.702, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 197.5995, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 209.1665, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 201.6397, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 58.20728, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 52.93575, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 47.62417, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 33.48553, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 64.19511, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 71.13598, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 45.61091, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 42.99443, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 36.26085, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 17.45448, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:49] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
